expedition_id,landmark_id,landmark_name,landmark_type,expected_bearing_deg,actual_bearing_deg,bearing_delta,expected_distance_km,actual_distance_km,distance_delta_km,visible,stable,observer_notes
110,denstone_approach,Denstone Approach,settlement_edge,178,179.7002999594677,1.7,142.3,144.5,2.2,True,False,normal observation
110,moat_crossing,Moat Crossing,infrastructure,180,177.3509593321608,-2.6,187.0,184.5,-2.5,True,False,normal observation
111,gray_spire,Gray Spire,rock_formation,45,45.924458027399936,0.9,23.4,23.7,0.3,True,False,normal observation
111,twisted_grove,Twisted Grove,vegetation,78,78.37464763514254,0.4,31.2,31.3,0.1,True,True,position matches records
111,dry_wash,Dry Wash,terrain,112,110.32129347398826,-1.7,45.6,45.4,-0.2,True,True,position matches records
111,standing_stones,Standing Stones,rock_formation,134,133.92378595719603,-0.1,67.8,67.3,-0.5,True,True,position matches records
111,split_boulder,Split Boulder,rock_formation,156,157.41776905475825,1.4,89.2,86.9,-2.3,True,False,normal observation
111,denstone_approach,Denstone Approach,settlement_edge,178,176.39304686079905,-1.6,142.3,141.7,-0.6,True,True,position matches records
111,moat_crossing,Moat Crossing,infrastructure,180,178.72540408522602,-1.3,187.0,188.6,1.6,True,True,position matches records
112,gradient_marker_a,Gradient Marker A,survey_stake,270,266.57575248382085,-3.4,2.0,2.0,0.0,True,False,normal observation
112,gradient_marker_b,Gradient Marker B,survey_stake,270,269.1954198414901,-0.8,5.0,4.9,-0.1,True,False,normal observation
112,dens_edge,Dens Edge,terrain,270,271.1548814550127,1.2,14.0,14.2,0.2,True,False,normal observation
112,yeller_shack,Yeller Shack,structure,195,194.2156691457902,-0.8,4.8,4.8,-0.0,True,True,position matches records
113,gray_spire,Gray Spire,rock_formation,45,43.703055007621565,-1.3,23.4,23.9,0.5,True,False,normal observation
113,twisted_grove,Twisted Grove,vegetation,78,78.1418536444997,0.1,31.2,31.0,-0.2,True,True,position matches records
113,dry_wash,Dry Wash,terrain,112,111.21046131022204,-0.8,45.6,44.9,-0.7,True,False,normal observation
113,standing_stones,Standing Stones,rock_formation,134,,,67.8,,,False,True,NOT FOUND - Standing Stones not visible
113,split_boulder,Split Boulder,rock_formation,156,157.53504422055343,1.5,89.2,90.1,0.9,True,False,normal observation
113,denstone_approach,Denstone Approach,settlement_edge,178,181.94710417434865,3.9,142.3,141.3,-1.0,True,False,normal observation
113,moat_crossing,Moat Crossing,infrastructure,180,180.0033489504223,0.0,187.0,188.9,1.9,True,False,normal observation
114,gray_spire,Gray Spire,rock_formation,45,46.99319600351539,2.0,23.4,23.5,0.1,True,True,position matches records
114,twisted_grove,Twisted Grove,vegetation,78,76.25278197427481,-1.7,31.2,31.3,0.1,True,True,position matches records
114,dry_wash,Dry Wash,terrain,112,113.17234436210894,1.2,45.6,46.7,1.1,True,False,normal observation
114,standing_stones,Standing Stones,rock_formation,134,131.47094341898816,-2.5,67.8,68.5,0.7,True,False,normal observation
114,split_boulder,Split Boulder,rock_formation,156,154.66532625088226,-1.3,89.2,87.0,-2.2,True,False,normal observation
114,denstone_approach,Denstone Approach,settlement_edge,178,174.90993103633323,-3.1,142.3,144.7,2.4,True,False,normal observation
114,moat_crossing,Moat Crossing,infrastructure,180,183.0672221787254,3.1,187.0,184.3,-2.7,True,False,normal observation
115,gradient_marker_a,Gradient Marker A,survey_stake,270,,,2.0,,,False,True,NOT FOUND - Gradient Marker A not visible
115,gradient_marker_b,Gradient Marker B,survey_stake,270,265.7375185071327,-4.3,5.0,5.1,0.1,True,False,normal observation
115,dens_edge,Dens Edge,terrain,270,274.14482717210274,4.1,14.0,14.2,0.2,True,False,normal observation
115,yeller_shack,Yeller Shack,structure,195,,,4.8,,,False,False,NOT FOUND - Yeller Shack not visible
116,gray_spire,Gray Spire,rock_formation,45,45.0199734337198,0.0,23.4,23.6,0.2,True,False,normal observation
116,twisted_grove,Twisted Grove,vegetation,78,79.11477905506403,1.1,31.2,31.1,-0.1,True,True,position matches records
116,dry_wash,Dry Wash,terrain,112,,,45.6,,,False,False,NOT FOUND - Dry Wash not visible
116,standing_stones,Standing Stones,rock_formation,134,134.19266822034552,0.2,67.8,68.4,0.6,True,True,position matches records
116,split_boulder,Split Boulder,rock_formation,156,152.1500192191593,-3.8,89.2,88.5,-0.7,True,False,normal observation
116,denstone_approach,Denstone Approach,settlement_edge,178,180.13777566366443,2.1,142.3,143.8,1.5,True,False,normal observation
116,moat_crossing,Moat Crossing,infrastructure,180,178.72459213648315,-1.3,187.0,187.0,-0.0,True,True,position matches records
117,gray_spire,Gray Spire,rock_formation,45,46.00938625859651,1.0,23.4,23.8,0.4,True,False,normal observation
117,twisted_grove,Twisted Grove,vegetation,78,78.40044345307903,0.4,31.2,31.0,-0.2,True,True,position matches records
117,dry_wash,Dry Wash,terrain,112,113.26827015970015,1.3,45.6,46.3,0.7,True,False,normal observation
117,standing_stones,Standing Stones,rock_formation,134,131.1235934091952,-2.9,67.8,66.4,-1.4,True,False,normal observation
117,split_boulder,Split Boulder,rock_formation,156,154.57299189030675,-1.4,89.2,91.2,2.0,True,False,normal observation
117,denstone_approach,Denstone Approach,settlement_edge,178,178.57390932301314,0.6,142.3,145.1,2.8,True,False,normal observation
117,moat_crossing,Moat Crossing,infrastructure,180,179.44848944733704,-0.6,187.0,187.0,-0.0,True,True,position matches records
118,gray_spire,Gray Spire,rock_formation,45,44.113685849912116,-0.9,23.4,23.0,-0.4,True,False,normal observation
118,twisted_grove,Twisted Grove,vegetation,78,78.09373005298049,0.1,31.2,30.9,-0.3,True,True,position matches records
118,dry_wash,Dry Wash,terrain,112,107.7204750656304,-4.3,45.6,46.1,0.5,True,False,normal observation
118,standing_stones,Standing Stones,rock_formation,134,135.66915771955908,1.7,67.8,66.7,-1.1,True,False,normal observation
118,split_boulder,Split Boulder,rock_formation,156,154.9910620357262,-1.0,89.2,88.4,-0.8,True,True,position matches records
118,denstone_approach,Denstone Approach,settlement_edge,178,,,142.3,,,False,False,NOT FOUND - Denstone Approach not visible
118,moat_crossing,Moat Crossing,infrastructure,180,178.40725172673126,-1.6,187.0,186.4,-0.6,True,True,position matches records
119,gray_spire,Gray Spire,rock_formation,45,45.56505933034995,0.6,23.4,23.9,0.5,True,False,normal observation
119,twisted_grove,Twisted Grove,vegetation,78,78.93878337960798,0.9,31.2,31.5,0.3,True,False,normal observation
119,dry_wash,Dry Wash,terrain,112,,,45.6,,,False,False,NOT FOUND - Dry Wash not visible
119,standing_stones,Standing Stones,rock_formation,134,133.85154478222668,-0.1,67.8,67.5,-0.3,True,True,position matches records
119,split_boulder,Split Boulder,rock_formation,156,,,89.2,,,False,False,NOT FOUND - Split Boulder not visible
119,denstone_approach,Denstone Approach,settlement_edge,178,178.51475858022042,0.5,142.3,142.8,0.5,True,True,position matches records
119,moat_crossing,Moat Crossing,infrastructure,180,177.0590781833538,-2.9,187.0,185.5,-1.5,True,False,normal observation
120,gray_spire,Gray Spire,rock_formation,45,47.66225890079802,2.7,23.4,23.6,0.2,True,False,normal observation
120,twisted_grove,Twisted Grove,vegetation,78,75.76231132013733,-2.2,31.2,31.0,-0.2,True,False,normal observation
120,dry_wash,Dry Wash,terrain,112,109.96885938150812,-2.0,45.6,44.8,-0.8,True,False,normal observation
120,standing_stones,Standing Stones,rock_formation,134,134.69397108626512,0.7,67.8,68.3,0.5,True,True,position matches records
120,split_boulder,Split Boulder,rock_formation,156,,,89.2,,,False,False,NOT FOUND - Split Boulder not visible
120,denstone_approach,Denstone Approach,settlement_edge,178,,,142.3,,,False,True,NOT FOUND - Denstone Approach not visible
120,moat_crossing,Moat Crossing,infrastructure,180,178.9426865087947,-1.1,187.0,193.5,6.5,True,False,distance significantly different (6.5km)
121,gray_spire,Gray Spire,rock_formation,45,42.13817441023401,-2.9,23.4,23.8,0.4,True,False,normal observation
121,twisted_grove,Twisted Grove,vegetation,78,77.55733655269681,-0.4,31.2,31.5,0.3,True,True,position matches records
121,dry_wash,Dry Wash,terrain,112,110.87257454136657,-1.1,45.6,46.7,1.1,True,False,normal observation
121,standing_stones,Standing Stones,rock_formation,134,130.56470346543048,-3.4,67.8,67.7,-0.1,True,False,normal observation
121,split_boulder,Split Boulder,rock_formation,156,155.98643072796443,-0.0,89.2,89.8,0.6,True,True,position matches records
121,denstone_approach,Denstone Approach,settlement_edge,178,175.56385624690517,-2.4,142.3,143.6,1.3,True,False,normal observation
121,moat_crossing,Moat Crossing,infrastructure,180,177.9687408615095,-2.0,187.0,188.2,1.2,True,False,normal observation
122,gray_spire,Gray Spire,rock_formation,45,43.659012512097895,-1.3,23.4,23.3,-0.1,True,True,position matches records
122,twisted_grove,Twisted Grove,vegetation,78,77.82503895641551,-0.2,31.2,30.8,-0.4,True,False,normal observation
122,dry_wash,Dry Wash,terrain,112,112.13037267613083,0.1,45.6,43.8,-1.8,True,False,normal observation
122,standing_stones,Standing Stones,rock_formation,134,,,67.8,,,False,True,NOT FOUND - Standing Stones not visible
122,split_boulder,Split Boulder,rock_formation,156,157.8290262651043,1.8,89.2,88.3,-0.9,True,False,normal observation
122,denstone_approach,Denstone Approach,settlement_edge,178,177.02073931878357,-1.0,142.3,141.2,-1.1,True,True,position matches records
122,moat_crossing,Moat Crossing,infrastructure,180,184.33099316154937,4.3,187.0,186.2,-0.8,True,False,normal observation
123,gradient_marker_a,Gradient Marker A,survey_stake,270,270.04868652426154,0.0,2.0,2.0,0.0,True,False,normal observation
123,gradient_marker_b,Gradient Marker B,survey_stake,270,269.7673030895859,-0.2,5.0,4.9,-0.1,True,False,normal observation
123,dens_edge,Dens Edge,terrain,270,268.1429963046508,-1.9,14.0,13.8,-0.2,True,False,normal observation
123,yeller_shack,Yeller Shack,structure,195,193.48044210313216,-1.5,4.8,4.7,-0.1,True,False,normal observation
124,gray_spire,Gray Spire,rock_formation,45,45.128825969064046,0.1,23.4,23.2,-0.2,True,False,normal observation
124,twisted_grove,Twisted Grove,vegetation,78,77.27217369957387,-0.7,31.2,31.8,0.6,True,False,normal observation
124,dry_wash,Dry Wash,terrain,112,109.95578162564794,-2.0,45.6,44.4,-1.2,True,False,normal observation
124,standing_stones,Standing Stones,rock_formation,134,,,67.8,,,False,False,NOT FOUND - Standing Stones not visible
124,split_boulder,Split Boulder,rock_formation,156,152.91511796545387,-3.1,89.2,90.1,0.9,True,False,normal observation
124,denstone_approach,Denstone Approach,settlement_edge,178,177.13888898320826,-0.9,142.3,141.1,-1.2,True,True,position matches records
124,moat_crossing,Moat Crossing,infrastructure,180,178.90155356598007,-1.1,187.0,184.8,-2.2,True,False,normal observation
125,gradient_marker_a,Gradient Marker A,survey_stake,270,,,2.0,,,False,True,NOT FOUND - Gradient Marker A not visible
125,gradient_marker_b,Gradient Marker B,survey_stake,270,268.9305217602937,-1.1,5.0,5.1,0.1,True,False,normal observation
125,dens_edge,Dens Edge,terrain,270,271.2461139713047,1.2,14.0,14.1,0.1,True,True,position matches records
125,yeller_shack,Yeller Shack,structure,195,,,4.8,,,False,False,NOT FOUND - Yeller Shack not visible
126,gradient_marker_a,Gradient Marker A,survey_stake,270,267.36579731510227,-2.6,2.0,2.0,0.0,True,False,normal observation
126,gradient_marker_b,Gradient Marker B,survey_stake,270,269.87747153335823,-0.1,5.0,4.9,-0.1,True,False,normal observation
126,dens_edge,Dens Edge,terrain,270,269.64961922858015,-0.4,14.0,13.9,-0.1,True,True,position matches records
126,yeller_shack,Yeller Shack,structure,195,197.4369392960746,2.4,4.8,4.7,-0.1,True,False,normal observation
127,gray_spire,Gray Spire,rock_formation,45,45.96088279896832,1.0,23.4,23.3,-0.1,True,True,position matches records
127,twisted_grove,Twisted Grove,vegetation,78,78.2804362285097,0.3,31.2,31.2,0.0,True,True,position matches records
127,dry_wash,Dry Wash,terrain,112,112.20215251783424,0.2,45.6,45.5,-0.1,True,True,position matches records
127,standing_stones,Standing Stones,rock_formation,134,133.7565378386737,-0.2,67.8,67.9,0.1,True,True,position matches records
127,split_boulder,Split Boulder,rock_formation,156,154.92446549688944,-1.1,89.2,88.5,-0.7,True,True,position matches records
127,denstone_approach,Denstone Approach,settlement_edge,178,179.02158745655862,1.0,142.3,144.3,2.0,True,False,normal observation
127,moat_crossing,Moat Crossing,infrastructure,180,181.61528298133823,1.6,187.0,186.2,-0.8,True,True,position matches records
128,gray_spire,Gray Spire,rock_formation,45,45.030668443188524,0.0,23.4,23.9,0.5,True,False,normal observation
128,twisted_grove,Twisted Grove,vegetation,78,77.60481561397965,-0.4,31.2,31.5,0.3,True,True,position matches records
128,dry_wash,Dry Wash,terrain,112,112.55006574736026,0.6,45.6,46.2,0.6,True,False,normal observation
128,standing_stones,Standing Stones,rock_formation,134,134.33557173391745,0.3,67.8,68.4,0.6,True,True,position matches records
128,split_boulder,Split Boulder,rock_formation,156,156.74663641985236,0.7,89.2,88.6,-0.6,True,True,position matches records
128,denstone_approach,Denstone Approach,settlement_edge,178,179.81564746204967,1.8,142.3,142.5,0.2,True,True,position matches records
128,moat_crossing,Moat Crossing,infrastructure,180,179.14823005202751,-0.9,187.0,184.8,-2.2,True,False,normal observation
129,gradient_marker_a,Gradient Marker A,survey_stake,270,271.8904954292562,1.9,2.0,2.0,-0.0,True,True,position matches records
129,gradient_marker_b,Gradient Marker B,survey_stake,270,272.5741013365185,2.6,5.0,5.0,-0.0,True,False,normal observation
129,dens_edge,Dens Edge,terrain,270,272.0531134318139,2.1,14.0,13.7,-0.3,True,False,normal observation
129,yeller_shack,Yeller Shack,structure,195,198.88222499309055,3.9,4.8,4.9,0.1,True,False,normal observation
130,gradient_marker_a,Gradient Marker A,survey_stake,270,267.1201817732903,-2.9,2.0,2.0,-0.0,True,False,normal observation
130,gradient_marker_b,Gradient Marker B,survey_stake,270,269.5071162575087,-0.5,5.0,5.0,-0.0,True,True,position matches records
130,dens_edge,Dens Edge,terrain,270,,,14.0,,,False,False,NOT FOUND - Dens Edge not visible
130,yeller_shack,Yeller Shack,structure,195,197.85274674329662,2.9,4.8,4.9,0.1,True,False,normal observation
131,gray_spire,Gray Spire,rock_formation,45,,,23.4,,,False,True,NOT FOUND - Gray Spire not visible
131,twisted_grove,Twisted Grove,vegetation,78,82.30939624729237,4.3,31.2,31.4,0.2,True,False,normal observation
131,dry_wash,Dry Wash,terrain,112,111.598118621138,-0.4,45.6,45.2,-0.4,True,True,position matches records
131,standing_stones,Standing Stones,rock_formation,134,,,67.8,,,False,False,NOT FOUND - Standing Stones not visible
131,split_boulder,Split Boulder,rock_formation,156,152.92458801094804,-3.1,89.2,87.0,-2.2,True,False,normal observation
131,denstone_approach,Denstone Approach,settlement_edge,178,175.02532636260293,-3.0,142.3,141.8,-0.5,True,False,normal observation
131,moat_crossing,Moat Crossing,infrastructure,180,179.52194011641183,-0.5,187.0,186.3,-0.7,True,True,position matches records
132,gray_spire,Gray Spire,rock_formation,45,,,23.4,,,False,True,NOT FOUND - Gray Spire not visible
132,twisted_grove,Twisted Grove,vegetation,78,77.55173438596391,-0.4,31.2,30.8,-0.4,True,False,normal observation
132,dry_wash,Dry Wash,terrain,112,112.0016659264045,0.0,45.6,45.7,0.1,True,True,position matches records
132,standing_stones,Standing Stones,rock_formation,134,134.02876775690274,0.0,67.8,67.8,-0.0,True,True,position matches records
132,split_boulder,Split Boulder,rock_formation,156,155.7418197056471,-0.3,89.2,89.4,0.2,True,True,position matches records
132,denstone_approach,Denstone Approach,settlement_edge,178,177.93758200201088,-0.1,142.3,141.2,-1.1,True,True,position matches records
132,moat_crossing,Moat Crossing,infrastructure,180,182.60615654758277,2.6,187.0,180.2,-6.8,True,False,distance significantly different (6.8km)
133,gray_spire,Gray Spire,rock_formation,45,45.18285846994254,0.2,23.4,23.3,-0.1,True,True,position matches records
133,twisted_grove,Twisted Grove,vegetation,78,78.10511660319887,0.1,31.2,31.5,0.3,True,False,normal observation
133,dry_wash,Dry Wash,terrain,112,111.40864404736782,-0.6,45.6,46.4,0.8,True,False,normal observation
133,standing_stones,Standing Stones,rock_formation,134,132.448258917052,-1.6,67.8,67.2,-0.6,True,True,position matches records
133,split_boulder,Split Boulder,rock_formation,156,152.27531491425668,-3.7,89.2,90.7,1.5,True,False,normal observation
133,denstone_approach,Denstone Approach,settlement_edge,178,178.2676440030297,0.3,142.3,144.2,1.9,True,False,normal observation
133,moat_crossing,Moat Crossing,infrastructure,180,,,187.0,,,False,False,NOT FOUND - Moat Crossing not visible
134,gradient_marker_a,Gradient Marker A,survey_stake,270,270.5993327365448,0.6,2.0,2.0,-0.0,True,False,normal observation
134,gradient_marker_b,Gradient Marker B,survey_stake,270,267.49976257983684,-2.5,5.0,4.9,-0.1,True,False,normal observation
134,dens_edge,Dens Edge,terrain,270,265.76809298900474,-4.2,14.0,14.2,0.2,True,False,normal observation
134,yeller_shack,Yeller Shack,structure,195,198.49913478450983,3.5,4.8,4.6,-0.2,True,False,normal observation
135,gray_spire,Gray Spire,rock_formation,45,46.70030097872622,1.7,23.4,23.4,-0.0,True,True,position matches records
135,twisted_grove,Twisted Grove,vegetation,78,77.37172532410413,-0.6,31.2,31.2,-0.0,True,True,position matches records
135,dry_wash,Dry Wash,terrain,112,117.82766628888592,5.8,45.6,46.3,0.7,True,False,moderate bearing variance
135,standing_stones,Standing Stones,rock_formation,134,,,67.8,,,False,True,NOT FOUND - Standing Stones not visible
135,split_boulder,Split Boulder,rock_formation,156,152.75294525643423,-3.2,89.2,89.4,0.2,True,False,normal observation
135,denstone_approach,Denstone Approach,settlement_edge,178,178.4021155604898,0.4,142.3,140.1,-2.2,True,False,normal observation
135,moat_crossing,Moat Crossing,infrastructure,180,184.03899017803116,4.0,187.0,189.0,2.0,True,False,normal observation
136,gradient_marker_a,Gradient Marker A,survey_stake,270,268.43603446709625,-1.6,2.0,2.0,0.0,True,False,normal observation
136,gradient_marker_b,Gradient Marker B,survey_stake,270,,,5.0,,,False,False,NOT FOUND - Gradient Marker B not visible
136,dens_edge,Dens Edge,terrain,270,273.24640570715025,3.2,14.0,13.9,-0.1,True,False,normal observation
136,yeller_shack,Yeller Shack,structure,195,195.88110580408116,0.9,4.8,4.8,-0.0,True,True,position matches records
137,gradient_marker_a,Gradient Marker A,survey_stake,270,270.39762027294825,0.4,2.0,2.0,0.0,True,True,position matches records
137,gradient_marker_b,Gradient Marker B,survey_stake,270,,,5.0,,,False,True,NOT FOUND - Gradient Marker B not visible
137,dens_edge,Dens Edge,terrain,270,269.88482134779645,-0.1,14.0,13.7,-0.3,True,False,normal observation
137,yeller_shack,Yeller Shack,structure,195,,,4.8,,,False,False,NOT FOUND - Yeller Shack not visible
138,gradient_marker_a,Gradient Marker A,survey_stake,270,270.0,0.0,2.0,2.0,0.0,True,True,position matches records
138,gradient_marker_b,Gradient Marker B,survey_stake,270,270.0,0.0,5.0,5.0,0.0,True,True,position matches records
138,dens_edge,Dens Edge,terrain,270,270.0,0.0,14.0,14.0,0.0,True,True,position matches records
138,yeller_shack,Yeller Shack,structure,195,195.0,0.0,4.8,4.8,0.0,True,True,position matches records
139,gradient_marker_a,Gradient Marker A,survey_stake,270,270.0,0.0,2.0,2.0,0.0,True,True,position matches records
139,gradient_marker_b,Gradient Marker B,survey_stake,270,270.0,0.0,5.0,5.0,0.0,True,True,position matches records
139,dens_edge,Dens Edge,terrain,270,270.0,0.0,14.0,14.0,0.0,True,True,position matches records
139,yeller_shack,Yeller Shack,structure,195,,,4.8,,,False,True,NOT FOUND - Yeller Shack not visible
140,gray_spire,Gray Spire,rock_formation,45,45.0,0.0,23.4,23.4,0.0,True,True,position matches records
140,twisted_grove,Twisted Grove,vegetation,78,78.0,0.0,31.2,31.2,0.0,True,True,position matches records
140,dry_wash,Dry Wash,terrain,112,112.0,0.0,45.6,45.6,0.0,True,True,position matches records
140,standing_stones,Standing Stones,rock_formation,134,134.0,0.0,67.8,67.8,0.0,True,True,position matches records
140,split_boulder,Split Boulder,rock_formation,156,156.0,0.0,89.2,89.2,0.0,True,True,position matches records
140,denstone_approach,Denstone Approach,settlement_edge,178,178.0,0.0,142.3,142.3,0.0,True,True,position matches records
140,moat_crossing,Moat Crossing,infrastructure,180,180.0,0.0,187.0,187.0,0.0,True,True,position matches records
141,gray_spire,Gray Spire,rock_formation,45,,,23.4,,,False,False,NOT FOUND - Gray Spire not visible
141,twisted_grove,Twisted Grove,vegetation,78,,,31.2,,,False,True,NOT FOUND - Twisted Grove not visible
