date,weather_type,temperature,wind_direction,wind_strength,ground_moisture,visibility,drift_modifier,compass_variance_modifier,dens_mist_active,days_since_mist,anomaly_probability_modifier,notes
1840-02-03,rain,cool,east,light,12.7,0.7,1.2,1.0,False,6,1.0,
1840-02-04,clear,cold,east,moderate,10.0,1.0,1.0,1.0,False,7,1.0,
1840-02-05,rain,cold,west,moderate,15.0,0.7,1.2,1.5,False,8,1.0,Wind from the west carries a distant low tone.
1840-02-06,overcast,cool,south,strong,14.1,0.9,1.1,1.0,False,9,1.0,
1840-02-07,clear,cold,south,light,11.4,1.0,1.0,1.0,False,10,1.0,
1840-02-08,overcast,cold,north,moderate,10.5,0.9,1.1,1.0,False,11,1.0,
1840-02-09,clear,cold,calm,calm,7.7,1.0,1.0,1.0,False,12,1.0,
1840-02-10,clear,cold,south,moderate,5.0,1.0,1.0,1.0,False,13,1.0,
1840-02-11,overcast,cool,west,strong,5.0,0.9,1.1,1.5,False,14,1.0,Wind from the west carries a distant low tone.
1840-02-12,clear,cold,east,light,5.0,1.0,1.0,1.0,False,15,1.0,
1840-02-13,clear,cool,south,light,5.0,1.0,1.0,1.0,False,16,1.0,
1840-02-14,fog,cold,north,moderate,5.6,0.5,1.3,1.1,False,17,1.0,
1840-02-15,overcast,cold,west,light,5.0,0.9,1.1,1.5,False,18,1.0,
1840-02-16,clear,cold,east,light,5.0,1.0,1.0,1.0,False,19,1.0,
1840-02-17,clear,cold,calm,calm,5.0,1.0,1.0,1.0,False,20,1.0,
1840-02-18,clear,cold,calm,calm,5.0,1.0,1.0,1.0,False,21,1.0,
1840-02-19,clear,cold,calm,calm,5.0,1.0,1.0,1.0,False,22,1.0,
1840-02-20,dens_mist,cold,calm,calm,6.3,0.3,2.0,1.3,True,0,3.0,Ground-hugging mist obscures the perimeter markers.
1840-02-21,clear,cold,calm,calm,5.0,1.0,1.5,1.0,True,1,1.0,Residual effects of yesterday's dens mist persist.
1840-02-22,clear,cool,north,light,5.0,1.0,1.25,1.0,True,2,2.0,
1840-02-23,clear,cool,west,moderate,5.0,1.0,1.12,1.5,True,3,1.5,Wind from the west carries a distant low tone.
1840-02-24,clear,cold,south,strong,5.0,1.0,1.0,1.0,False,4,1.0,
1840-02-25,overcast,cold,north,moderate,5.0,0.9,1.1,1.0,False,5,1.0,
1840-02-26,clear,cold,east,strong,5.0,1.0,1.0,1.0,False,6,1.0,
1840-02-27,overcast,cold,west,light,5.0,0.9,1.1,1.5,False,7,1.0,
1840-02-28,rain,cold,east,moderate,11.1,0.7,1.2,1.0,False,8,1.0,
1840-02-29,overcast,cold,east,moderate,10.2,0.9,1.1,1.0,False,9,1.0,
1840-03-01,clear,cold,west,light,6.9,1.0,1.0,1.5,False,10,1.0,
1840-03-02,clear,cool,east,light,5.0,1.0,1.0,1.0,False,11,1.0,
1840-03-03,clear,cool,east,moderate,5.0,1.0,1.0,1.0,False,12,1.0,
1840-03-04,clear,mild,north,light,5.0,1.0,1.0,1.0,False,13,1.0,
1840-03-05,rain,mild,calm,calm,9.4,0.7,1.2,1.0,False,14,1.0,
1840-03-06,overcast,cool,east,light,8.3,0.9,1.1,1.0,False,15,1.0,
1840-03-07,overcast,cool,east,strong,7.2,0.9,1.1,1.0,False,16,1.0,
1840-03-08,rain,cool,north,light,13.9,0.7,1.2,1.0,False,17,1.0,
1840-03-09,clear,mild,south,light,10.6,1.0,1.0,1.0,False,18,1.0,
1840-03-10,clear,cold,east,light,7.2,1.0,1.0,1.0,False,19,1.0,
1840-03-11,clear,cool,calm,calm,5.0,1.0,1.0,1.0,False,20,1.0,
1840-03-12,clear,cool,south,light,5.0,1.0,1.0,1.0,False,21,1.0,
1840-03-13,clear,cool,north,strong,5.0,1.0,1.0,1.0,False,22,1.0,
1840-03-14,fog,cool,east,light,5.6,0.5,1.3,1.1,False,23,1.0,
1840-03-15,dens_mist,cool,west,light,8.3,0.3,2.0,1.95,True,0,3.0,Mist so thick the moat cannot be seen from ten paces.
1840-03-16,overcast,mild,south,light,7.2,0.9,1.5,1.0,True,1,1.0,Residual effects of yesterday's dens mist persist.
1840-03-17,rain,mild,west,strong,11.2,0.7,1.25,1.5,True,2,2.0,Wind from the west carries a distant low tone.
1840-03-18,clear,cold,north,moderate,7.9,1.0,1.12,1.0,True,3,1.5,
1840-03-19,rain,cool,west,strong,15.2,0.7,1.2,1.5,False,4,1.0,Wind from the west carries a distant low tone.
1840-03-20,rain,cool,west,strong,19.1,0.7,1.2,1.5,False,5,1.0,Wind from the west carries a distant low tone.
1840-03-21,rain,cool,west,light,23.4,0.7,1.2,1.5,False,6,1.0,
1840-03-22,rain,cold,north,strong,27.6,0.7,1.2,1.0,False,7,1.0,
1840-03-23,rain,cool,east,light,31.7,0.7,1.2,1.0,False,8,1.0,
1840-03-24,fog,cool,south,light,33.1,0.5,1.3,1.1,False,9,1.0,
1840-03-25,clear,mild,east,light,29.8,1.0,1.0,1.0,False,10,1.0,
1840-03-26,rain,cool,north,strong,35.7,0.7,1.2,1.0,False,11,1.0,
1840-03-27,dens_mist,mild,north,moderate,38.2,0.3,2.0,1.3,True,0,3.0,The mist comes with an unnatural stillness.
1840-03-28,clear,cool,calm,calm,34.8,1.0,1.5,1.0,True,1,1.0,Residual effects of yesterday's dens mist persist.
1840-03-29,clear,cold,east,light,31.5,1.0,1.25,1.0,True,2,2.0,
1840-03-30,clear,cool,calm,calm,28.2,1.0,1.12,1.0,True,3,1.5,
1840-03-31,clear,mild,north,moderate,24.8,1.0,1.0,1.0,False,4,1.0,
1840-04-01,overcast,mild,west,light,23.7,0.9,1.1,1.5,False,5,1.0,
1840-04-02,overcast,mild,west,light,22.6,0.9,1.1,1.5,False,6,1.0,
1840-04-03,overcast,cold,north,moderate,21.5,0.9,1.1,1.0,False,7,1.0,
1840-04-04,overcast,mild,calm,calm,20.4,0.9,1.1,1.0,False,8,1.0,
1840-04-05,overcast,cool,west,light,19.3,0.9,1.1,1.5,False,9,1.0,
1840-04-06,overcast,cold,east,moderate,18.2,0.9,1.1,1.0,False,10,1.0,
1840-04-07,overcast,cool,west,moderate,17.1,0.9,1.1,1.5,False,11,1.0,Wind from the west carries a distant low tone.
1840-04-08,overcast,mild,south,moderate,15.9,0.9,1.1,1.0,False,12,1.0,
1840-04-09,clear,cool,calm,calm,12.6,1.0,1.0,1.0,False,13,1.0,
1840-04-10,overcast,cool,south,light,11.5,0.9,1.1,1.0,False,14,1.0,
1840-04-11,clear,cool,calm,calm,8.2,1.0,1.0,1.0,False,15,1.0,
1840-04-12,clear,cool,calm,calm,5.0,1.0,1.0,1.0,False,16,1.0,
1840-04-13,fog,cool,south,light,6.2,0.5,1.3,1.1,False,17,1.0,
1840-04-14,clear,cool,west,moderate,5.0,1.0,1.0,1.5,False,18,1.0,Wind from the west carries a distant low tone.
1840-04-15,fog,cold,north,moderate,5.6,0.5,1.3,1.1,False,19,1.0,
1840-04-16,clear,cold,calm,calm,5.0,1.0,1.0,1.0,False,20,1.0,
1840-04-17,clear,mild,east,moderate,5.0,1.0,1.0,1.0,False,21,1.0,
1840-04-18,rain,cold,calm,calm,12.2,0.7,1.2,1.0,False,22,1.0,
1840-04-19,overcast,cold,calm,calm,11.0,0.9,1.1,1.0,False,23,1.0,
1840-04-20,overcast,mild,west,moderate,9.9,0.9,1.1,1.5,False,24,1.0,Wind from the west carries a distant low tone.
1840-04-21,fog,mild,east,moderate,10.9,0.5,1.3,1.1,False,25,1.0,
1840-04-22,fog,cool,south,light,11.5,0.5,1.3,1.1,False,26,1.0,
1840-04-23,clear,cool,west,moderate,8.2,1.0,1.0,1.5,False,27,1.0,Wind from the west carries a distant low tone.
1840-04-24,clear,cool,south,light,5.0,1.0,1.0,1.0,False,28,1.0,
1840-04-25,clear,cool,south,strong,5.0,1.0,1.0,1.0,False,29,1.0,
1840-04-26,rain,cool,west,light,12.7,0.7,1.2,1.5,False,30,1.0,
1840-04-27,clear,cold,south,strong,9.4,1.0,1.0,1.0,False,31,1.0,
1840-04-28,overcast,cool,west,moderate,8.3,0.9,1.1,1.5,False,32,1.0,Wind from the west carries a distant low tone.
1840-04-29,overcast,cold,south,light,7.2,0.9,1.1,1.0,False,33,1.0,
1840-04-30,clear,cool,west,light,5.0,1.0,1.0,1.5,False,34,1.0,
1840-05-01,rain,cool,calm,calm,12.5,0.7,1.2,1.0,False,35,1.0,
1840-05-02,overcast,cold,west,light,11.4,0.9,1.1,1.5,False,36,1.0,
1840-05-03,clear,cold,east,light,8.1,1.0,1.0,1.0,False,37,1.0,
1840-05-04,clear,cold,east,light,5.0,1.0,1.0,1.0,False,38,1.0,
1840-05-05,clear,cold,calm,calm,5.0,1.0,1.0,1.0,False,39,1.0,
1840-05-06,clear,cool,north,light,5.0,1.0,1.0,1.0,False,40,1.0,
1840-05-07,dens_mist,cool,south,moderate,7.5,0.3,2.0,1.3,True,0,3.0,"A pale mist drifts from the dens, carrying no smell."
1840-05-08,clear,cool,north,light,5.0,1.0,1.5,1.0,True,1,1.0,Residual effects of yesterday's dens mist persist.
1840-05-09,clear,cold,north,strong,5.0,1.0,1.25,1.0,True,2,2.0,
1840-05-10,overcast,cool,west,light,5.0,0.9,1.12,1.5,True,3,1.5,
1840-05-11,fog,cool,north,light,6.4,0.5,1.3,1.1,False,4,1.0,
1840-05-12,overcast,cold,calm,calm,5.3,0.9,1.1,1.0,False,5,1.0,
1840-05-13,overcast,cool,west,light,5.0,0.9,1.1,1.5,False,6,1.0,
1840-05-14,clear,cool,west,strong,5.0,1.0,1.0,1.5,False,7,1.0,Wind from the west carries a distant low tone.
1840-05-15,fog,cold,east,light,6.2,0.5,1.3,1.1,False,8,1.0,
1840-05-16,clear,cold,east,light,5.0,1.0,1.0,1.0,False,9,1.0,
1840-05-17,rain,cold,north,strong,11.5,0.7,1.2,1.0,False,10,1.0,
1840-05-18,overcast,mild,west,strong,10.4,0.9,1.1,1.5,False,11,1.0,Wind from the west carries a distant low tone.
1840-05-19,overcast,cold,calm,calm,9.3,0.9,1.1,1.0,False,12,1.0,
1840-05-20,overcast,mild,west,moderate,8.2,0.9,1.1,1.5,False,13,1.0,Wind from the west carries a distant low tone.
1840-05-21,rain,cold,west,light,12.4,0.7,1.2,1.5,False,14,1.0,
1840-05-22,overcast,cool,east,light,11.3,0.9,1.1,1.0,False,15,1.0,
1840-05-23,overcast,mild,south,light,10.2,0.9,1.1,1.0,False,16,1.0,
1840-05-24,fog,mild,south,strong,11.3,0.5,1.3,1.1,False,17,1.0,
1840-05-25,overcast,cold,north,light,10.1,0.9,1.1,1.0,False,18,1.0,
1840-05-26,overcast,cold,west,moderate,9.0,0.9,1.1,1.5,False,19,1.0,Wind from the west carries a distant low tone.
1840-05-27,overcast,cold,north,light,7.9,0.9,1.1,1.0,False,20,1.0,
1840-05-28,fog,cold,south,moderate,9.0,0.5,1.3,1.1,False,21,1.0,
1840-05-29,clear,mild,calm,calm,5.6,1.0,1.0,1.0,False,22,1.0,
1840-05-30,clear,cool,east,light,5.0,1.0,1.0,1.0,False,23,1.0,
1840-05-31,clear,cool,north,light,5.0,1.0,1.0,1.0,False,24,1.0,
1840-06-01,clear,mild,west,light,5.0,1.0,1.0,1.5,False,25,1.0,
1840-06-02,dens_mist,mild,west,light,6.4,0.3,2.0,1.95,True,0,3.0,Mist rises from the south before dawn.
1840-06-03,overcast,warm,north,light,5.4,0.9,1.5,1.0,True,1,1.0,Residual effects of yesterday's dens mist persist.
1840-06-04,overcast,warm,west,light,5.0,0.9,1.25,1.5,True,2,2.0,
1840-06-05,clear,warm,north,light,5.0,1.0,1.12,1.0,True,3,1.5,
1840-06-06,clear,warm,north,light,5.0,1.0,1.0,1.0,False,4,1.0,
1840-06-07,clear,warm,north,light,5.0,1.0,1.0,1.0,False,5,1.0,
1840-06-08,clear,warm,west,strong,5.0,1.0,1.0,1.5,False,6,1.0,Wind from the west carries a distant low tone.
1840-06-09,dens_mist,warm,north,moderate,7.6,0.3,2.0,1.3,True,0,3.0,Ground-hugging mist obscures the perimeter markers.
1840-06-10,clear,warm,east,strong,5.0,1.0,1.5,1.0,True,1,1.0,Residual effects of yesterday's dens mist persist.
1840-06-11,clear,warm,east,moderate,5.0,1.0,1.25,1.0,True,2,2.0,
1840-06-12,rain,warm,north,light,8.8,0.7,1.2,1.0,True,3,1.5,
1840-06-13,clear,warm,north,light,5.8,1.0,1.0,1.0,False,4,1.0,
1840-06-14,overcast,mild,east,light,5.0,0.9,1.1,1.0,False,5,1.0,
1840-06-15,overcast,warm,west,light,5.0,0.9,1.1,1.5,False,6,1.0,
1840-06-16,rain,warm,west,moderate,10.1,0.7,1.2,1.5,False,7,1.0,Wind from the west carries a distant low tone.
1840-06-17,overcast,warm,east,strong,9.1,0.9,1.1,1.0,False,8,1.0,
1840-06-18,clear,mild,north,light,6.1,1.0,1.0,1.0,False,9,1.0,
1840-06-19,clear,warm,east,light,5.0,1.0,1.0,1.0,False,10,1.0,
1840-06-20,rain,warm,east,light,11.0,0.7,1.2,1.0,False,11,1.0,
1840-06-21,rain,warm,west,moderate,14.4,0.7,1.2,1.5,False,12,1.0,Wind from the west carries a distant low tone.
1840-06-22,dens_mist,warm,west,moderate,17.4,0.3,2.0,1.95,True,0,3.0,The mist comes with an unnatural stillness. Wind from the west carries a distant low tone.
1840-06-23,overcast,warm,west,light,16.4,0.9,1.5,1.5,True,1,1.0,Residual effects of yesterday's dens mist persist.
1840-06-24,rain,warm,north,moderate,24.3,0.7,1.25,1.0,True,2,2.0,
1840-06-25,overcast,warm,south,light,23.3,0.9,1.12,1.0,True,3,1.5,
1840-06-26,fog,mild,south,moderate,24.5,0.5,1.3,1.1,False,4,1.0,
1840-06-27,clear,warm,west,light,21.5,1.0,1.0,1.5,False,5,1.0,
1840-06-28,clear,warm,south,strong,18.5,1.0,1.0,1.0,False,6,1.0,
1840-06-29,fog,warm,west,light,19.4,0.5,1.3,1.65,False,7,1.0,
1840-06-30,clear,warm,south,moderate,16.4,1.0,1.0,1.0,False,8,1.0,
1840-07-01,overcast,mild,north,moderate,15.4,0.9,1.1,1.0,False,9,1.0,
1840-07-02,overcast,warm,west,light,14.4,0.9,1.1,1.5,False,10,1.0,
1840-07-03,overcast,warm,south,light,13.4,0.9,1.1,1.0,False,11,1.0,
1840-07-04,clear,warm,calm,calm,10.4,1.0,1.0,1.0,False,12,1.0,
1840-07-05,clear,warm,north,moderate,7.4,1.0,1.0,1.0,False,13,1.0,
1840-07-06,rain,warm,south,moderate,14.5,0.7,1.2,1.0,False,14,1.0,
1840-07-07,dens_mist,warm,south,moderate,15.9,0.3,2.0,1.3,True,0,3.0,Mist so thick the moat cannot be seen from ten paces.
1840-07-08,clear,warm,calm,calm,12.9,1.0,1.5,1.0,True,1,1.0,Residual effects of yesterday's dens mist persist.
1840-07-09,clear,mild,west,light,9.9,1.0,1.25,1.5,True,2,2.0,
1840-07-10,fog,warm,south,light,11.3,0.5,1.3,1.1,True,3,1.5,
1840-07-11,clear,warm,east,light,8.3,1.0,1.0,1.0,False,4,1.0,
1840-07-12,clear,warm,south,light,5.3,1.0,1.0,1.0,False,5,1.0,
1840-07-13,overcast,warm,south,moderate,5.0,0.9,1.1,1.0,False,6,1.0,
1840-07-14,clear,warm,east,strong,5.0,1.0,1.0,1.0,False,7,1.0,
1840-07-15,clear,warm,west,moderate,5.0,1.0,1.0,1.5,False,8,1.0,Wind from the west carries a distant low tone.
1840-07-16,clear,mild,north,moderate,5.0,1.0,1.0,1.0,False,9,1.0,
1840-07-17,rain,warm,calm,calm,8.5,0.7,1.2,1.0,False,10,1.0,
1840-07-18,rain,warm,north,light,11.9,0.7,1.2,1.0,False,11,1.0,
1840-07-19,fog,warm,south,moderate,13.0,0.5,1.3,1.1,False,12,1.0,
1840-07-20,rain,warm,calm,calm,20.8,0.7,1.2,1.0,False,13,1.0,
1840-07-21,overcast,warm,calm,calm,19.8,0.9,1.1,1.0,False,14,1.0,
1840-07-22,rain,mild,north,light,27.8,0.7,1.2,1.0,False,15,1.0,
1840-07-23,fog,warm,south,light,28.7,0.5,1.3,1.1,False,16,1.0,
1840-07-24,overcast,warm,calm,calm,27.7,0.9,1.1,1.0,False,17,1.0,
1840-07-25,clear,warm,north,light,24.7,1.0,1.0,1.0,False,18,1.0,
1840-07-26,clear,warm,east,moderate,21.7,1.0,1.0,1.0,False,19,1.0,
1840-07-27,clear,warm,north,strong,18.7,1.0,1.0,1.0,False,20,1.0,
1840-07-28,clear,mild,east,light,15.7,1.0,1.0,1.0,False,21,1.0,
1840-07-29,clear,warm,west,strong,12.7,1.0,1.0,1.5,False,22,1.0,Wind from the west carries a distant low tone.
1840-07-30,rain,warm,west,light,20.5,0.7,1.2,1.5,False,23,1.0,
1840-07-31,dens_mist,mild,south,strong,22.4,0.3,2.0,1.3,True,0,3.0,The mist comes with an unnatural stillness.
1840-08-01,clear,warm,south,light,19.4,1.0,1.5,1.0,True,1,1.0,Residual effects of yesterday's dens mist persist.
1840-08-02,clear,mild,south,light,16.4,1.0,1.25,1.0,True,2,2.0,
1840-08-03,clear,warm,west,light,13.4,1.0,1.12,1.5,True,3,1.5,
1840-08-04,overcast,warm,west,moderate,12.4,0.9,1.1,1.5,False,4,1.0,Wind from the west carries a distant low tone.
1840-08-05,rain,mild,west,moderate,19.2,0.7,1.2,1.5,False,5,1.0,Wind from the west carries a distant low tone.
1840-08-06,clear,warm,west,light,16.2,1.0,1.0,1.5,False,6,1.0,
1840-08-07,overcast,warm,west,moderate,15.2,0.9,1.1,1.5,False,7,1.0,Wind from the west carries a distant low tone.
1840-08-08,overcast,warm,calm,calm,14.2,0.9,1.1,1.0,False,8,1.0,
1840-08-09,clear,warm,east,moderate,11.2,1.0,1.0,1.0,False,9,1.0,
1840-08-10,clear,warm,south,moderate,8.2,1.0,1.0,1.0,False,10,1.0,
1840-08-11,clear,mild,west,strong,5.2,1.0,1.0,1.5,False,11,1.0,Wind from the west carries a distant low tone.
1840-08-12,overcast,warm,calm,calm,5.0,0.9,1.1,1.0,False,12,1.0,
1840-08-13,clear,mild,west,light,5.0,1.0,1.0,1.5,False,13,1.0,
1840-08-14,overcast,warm,south,light,5.0,0.9,1.1,1.0,False,14,1.0,
1840-08-15,clear,warm,calm,calm,5.0,1.0,1.0,1.0,False,15,1.0,
1840-08-16,dens_mist,warm,west,light,6.0,0.3,2.0,1.95,True,0,3.0,Mist so thick the moat cannot be seen from ten paces.
1840-08-17,clear,mild,south,moderate,5.0,1.0,1.5,1.0,True,1,1.0,Residual effects of yesterday's dens mist persist.
1840-08-18,overcast,warm,west,strong,5.0,0.9,1.25,1.5,True,2,2.0,Wind from the west carries a distant low tone.
1840-08-19,overcast,mild,east,moderate,5.0,0.9,1.12,1.0,True,3,1.5,
1840-08-20,rain,warm,south,light,12.5,0.7,1.2,1.0,False,4,1.0,
1840-08-21,clear,warm,south,light,9.5,1.0,1.0,1.0,False,5,1.0,
1840-08-22,clear,warm,east,light,6.5,1.0,1.0,1.0,False,6,1.0,
1840-08-23,clear,warm,south,strong,5.0,1.0,1.0,1.0,False,7,1.0,
1840-08-24,overcast,warm,west,strong,5.0,0.9,1.1,1.5,False,8,1.0,Wind from the west carries a distant low tone.
1840-08-25,fog,mild,east,strong,5.5,0.5,1.3,1.1,False,9,1.0,
1840-08-26,clear,mild,east,strong,5.0,1.0,1.0,1.0,False,10,1.0,
1840-08-27,clear,mild,west,moderate,5.0,1.0,1.0,1.5,False,11,1.0,Wind from the west carries a distant low tone.
1840-08-28,clear,warm,south,strong,5.0,1.0,1.0,1.0,False,12,1.0,
1840-08-29,clear,warm,north,moderate,5.0,1.0,1.0,1.0,False,13,1.0,
1840-08-30,clear,warm,south,strong,5.0,1.0,1.0,1.0,False,14,1.0,
1840-08-31,clear,warm,west,light,5.0,1.0,1.0,1.5,False,15,1.0,
1840-09-01,fog,mild,south,moderate,5.8,0.5,1.3,1.1,False,16,1.0,
1840-09-02,dens_mist,mild,calm,calm,8.4,0.3,2.0,1.3,True,0,3.0,Mist rises from the south before dawn.
1840-09-03,overcast,cool,north,light,7.4,0.9,1.5,1.0,True,1,1.0,Residual effects of yesterday's dens mist persist.
1840-09-04,overcast,cool,north,light,6.5,0.9,1.25,1.0,True,2,2.0,
1840-09-05,fog,cold,east,moderate,7.4,0.5,1.3,1.1,True,3,1.5,
1840-09-06,clear,cool,east,light,5.0,1.0,1.0,1.0,False,4,1.0,
1840-09-07,rain,mild,north,moderate,10.3,0.7,1.2,1.0,False,5,1.0,
1840-09-08,rain,cold,north,light,15.4,0.7,1.2,1.0,False,6,1.0,
1840-09-09,clear,mild,west,light,12.6,1.0,1.0,1.5,False,7,1.0,
1840-09-10,clear,mild,north,light,9.7,1.0,1.0,1.0,False,8,1.0,
1840-09-11,clear,cold,east,light,6.9,1.0,1.0,1.0,False,9,1.0,
1840-09-12,clear,cool,west,strong,5.0,1.0,1.0,1.5,False,10,1.0,Wind from the west carries a distant low tone.
1840-09-13,clear,cold,calm,calm,5.0,1.0,1.0,1.0,False,11,1.0,
1840-09-14,clear,mild,east,light,5.0,1.0,1.0,1.0,False,12,1.0,
1840-09-15,clear,cool,south,light,5.0,1.0,1.0,1.0,False,13,1.0,
1840-09-16,overcast,mild,east,light,5.0,0.9,1.1,1.0,False,14,1.0,
1840-09-17,clear,cool,north,moderate,5.0,1.0,1.0,1.0,False,15,1.0,
1840-09-18,overcast,mild,east,moderate,5.0,0.9,1.1,1.0,False,16,1.0,
1840-09-19,overcast,cold,south,strong,5.0,0.9,1.1,1.0,False,17,1.0,
1840-09-20,rain,mild,west,strong,9.8,0.7,1.2,1.5,False,18,1.0,Wind from the west carries a distant low tone.
1840-09-21,overcast,cool,north,moderate,8.8,0.9,1.1,1.0,False,19,1.0,
1840-09-22,rain,mild,south,moderate,15.6,0.7,1.2,1.0,False,20,1.0,
1840-09-23,overcast,mild,west,moderate,14.7,0.9,1.1,1.5,False,21,1.0,Wind from the west carries a distant low tone.
1840-09-24,overcast,mild,east,moderate,13.7,0.9,1.1,1.0,False,22,1.0,
1840-09-25,clear,mild,west,light,10.9,1.0,1.0,1.5,False,23,1.0,
1840-09-26,clear,cold,north,light,8.0,1.0,1.0,1.0,False,24,1.0,
1840-09-27,clear,mild,west,strong,5.1,1.0,1.0,1.5,False,25,1.0,Wind from the west carries a distant low tone.
1840-09-28,fog,mild,north,light,5.8,0.5,1.3,1.1,False,26,1.0,
1840-09-29,clear,mild,south,strong,5.0,1.0,1.0,1.0,False,27,1.0,
1840-09-30,rain,mild,north,moderate,11.4,0.7,1.2,1.0,False,28,1.0,
1840-10-01,clear,cold,west,light,8.5,1.0,1.0,1.5,False,29,1.0,
1840-10-02,clear,mild,north,moderate,5.7,1.0,1.0,1.0,False,30,1.0,
1840-10-03,clear,cold,south,moderate,5.0,1.0,1.0,1.0,False,31,1.0,
1840-10-04,overcast,mild,south,light,5.0,0.9,1.1,1.0,False,32,1.0,
1840-10-05,clear,cool,south,light,5.0,1.0,1.0,1.0,False,33,1.0,
1840-10-06,fog,cold,south,light,6.2,0.5,1.3,1.1,False,34,1.0,
1840-10-07,clear,mild,south,moderate,5.0,1.0,1.0,1.0,False,35,1.0,
1840-10-08,clear,mild,calm,calm,5.0,1.0,1.0,1.0,False,36,1.0,
1840-10-09,clear,mild,east,light,5.0,1.0,1.0,1.0,False,37,1.0,
1840-10-10,overcast,cold,east,moderate,5.0,0.9,1.1,1.0,False,38,1.0,
1840-10-11,clear,cool,south,strong,5.0,1.0,1.0,1.0,False,39,1.0,
1840-10-12,fog,mild,east,moderate,5.6,0.5,1.3,1.1,False,40,1.0,
1840-10-13,rain,mild,south,moderate,10.6,0.7,1.2,1.0,False,41,1.0,
1840-10-14,clear,cool,south,light,7.7,1.0,1.0,1.0,False,42,1.0,
1840-10-15,clear,cool,east,moderate,5.0,1.0,1.0,1.0,False,43,1.0,
1840-10-16,rain,cool,south,moderate,9.2,0.7,1.2,1.0,False,44,1.0,
1840-10-17,clear,mild,north,moderate,6.3,1.0,1.0,1.0,False,45,1.0,
1840-10-18,clear,cold,west,light,5.0,1.0,1.0,1.5,False,46,1.0,
1840-10-19,overcast,mild,calm,calm,5.0,0.9,1.1,1.0,False,47,1.0,
1840-10-20,rain,mild,east,light,10.3,0.7,1.2,1.0,False,48,1.0,
